,Name,Platform,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Game_Age
6380,Tropico 4,PC,Strategy,Kalypso Media,0.27,78.0,46.0,7.7,359.0,Haemimont,T,5.0
6381,The BIGS,X360,Sports,Take-Two Interactive,0.27,79.0,23.0,8.4,21.0,Blue Castle Games,E,9.0
6383,Jurassic Park: Operation Genesis,PS2,Simulation,Konami Digital Entertainment,0.27,75.0,13.0,8.9,21.0,Blue Tongue Entertainment,T,13.0
6387,Knockout Kings 2002,XB,Sports,Electronic Arts,0.27,78.0,20.0,7.9,7.0,Electronic Arts,T,14.0
6393,InuYasha: Feudal Combat,PS2,Fighting,Namco Bandai Games,0.27,52.0,14.0,8.3,21.0,Eighting,T,11.0
6395,R.U.S.E.,X360,Strategy,Ubisoft,0.27,78.0,45.0,7,38.0,Eugen Systems,T,6.0
6396,Duel Masters,PS2,Strategy,Atari,0.27,66.0,20.0,8.3,6.0,High Voltage Software,E,12.0
6400,MotionSports: Adrenaline,X360,Sports,Ubisoft,0.27,41.0,8.0,7.4,7.0,Ubisoft Vancouver,E,5.0
6407,NBA 07,PS3,Sports,Sony Computer Entertainment,0.27,63.0,24.0,6.3,10.0,SCEA,E,10.0
6408,Call of Juarez: The Cartel,X360,Shooter,Ubisoft,0.27,47.0,62.0,5.7,109.0,Techland,M,5.0
6409,My Japanese Coach,DS,Misc,Ubisoft,0.27,59.0,4.0,6.7,6.0,"Ubisoft, Sensory Sweep",E,8.0
6411,Need for Speed: Most Wanted,DS,Racing,Electronic Arts,0.27,45.0,4.0,6.1,22.0,EA Canada,E,11.0
6413,Section 8,X360,Shooter,SouthPeak Games,0.27,69.0,49.0,7.3,59.0,TimeGate Studios,T,7.0
6416,ESPN NBA Basketball,XB,Sports,Sega,0.27,87.0,18.0,8.2,25.0,Visual Concepts,E,13.0
6419,Lowrider,PS2,Misc,Pacific Century Cyber Works,0.26,46.0,14.0,8.4,11.0,Pacific Century Cyber Works,T,14.0
6420,Family Guy: Back to the Multiverse,PS3,Action,Activision,0.26,40.0,9.0,6.4,31.0,Heavy Iron Studios,M,4.0
6421,All-Pro Football 2K8,X360,Sports,Take-Two Interactive,0.26,75.0,22.0,6.8,52.0,Visual Concepts,E10+,9.0
6423,Fish Tycoon,DS,Simulation,Majesco Entertainment,0.26,46.0,9.0,7,6.0,"LDW, Big Fish Games",E,9.0
6424,Plants vs. Zombies,X360,Strategy,PopCap Games,0.26,89.0,27.0,8.2,160.0,PopCap,E10+,6.0
6428,Batman: Return to Arkham,PS4,Action,Warner Bros. Interactive Entertainment,0.26,73.0,28.0,8.5,79.0,"Rocksteady Studios, Virtuos",T,0.0
6430,Rune: Viking Warlord,PS2,Action,Take-Two Interactive,0.26,53.0,16.0,7.3,11.0,Human Head Studios,M,15.0
6431,The Incredible Hulk,X360,Action,Sega,0.26,55.0,42.0,6.4,24.0,Edge of Reality,T,8.0
6432,Panzer Dragoon Orta,XB,Shooter,Sega,0.26,90.0,41.0,8.5,64.0,Smilebit,T,14.0
6436,America's Test Kitchen: Let's Get Cooking,DS,Simulation,Nintendo,0.26,87.0,4.0,5.6,9.0,Indies Zero,E,6.0
6441,Suikoden Tierkreis,DS,Role-Playing,Konami Digital Entertainment,0.26,76.0,24.0,7.4,37.0,Konami,E10+,8.0
6442,Superman Returns,X360,Action,Electronic Arts,0.26,51.0,48.0,6.2,49.0,EA Tiburon,T,10.0
6443,Shin Megami Tensei: Devil Survivor,DS,Role-Playing,Atlus,0.26,84.0,28.0,8.8,79.0,Atlus,T,7.0
6449,Tearaway Unfolded,PS4,Platform,Sony Computer Entertainment,0.26,81.0,70.0,8.1,188.0,Media Molecule,E,1.0
6450,MLB SlugFest 2006,PS2,Sports,Midway Games,0.26,56.0,11.0,7.5,10.0,Blue Shift,E10+,10.0
6451,Etrian Odyssey II: Heroes of Lagaard,DS,Role-Playing,Atlus,0.26,82.0,17.0,8.9,24.0,Atlus,E10+,8.0
6454,The Incredible Hulk,PS3,Action,Sega,0.26,55.0,26.0,6.8,20.0,Edge of Reality,T,8.0
6455,Deadly Premonition,X360,Action,Rising Star Games,0.26,68.0,39.0,8.2,332.0,Access Games,M,6.0
6461,Ford Racing 3,PS2,Racing,Take-Two Interactive,0.26,50.0,7.0,6.6,8.0,Razorworks Studios,E,12.0
6463,The Adventures of Tintin: The Game,PS3,Action,Ubisoft,0.26,59.0,27.0,5.7,13.0,Ubisoft Montpellier,E10+,5.0
6469,Dragon Ball Z: Tenkaichi Tag Team,PSP,Fighting,Namco Bandai Games,0.26,63.0,22.0,8.6,20.0,Spike,T,6.0
6470,Etrian Odyssey Untold: The Millennium Girl,3DS,Role-Playing,Atlus,0.26,80.0,41.0,8.2,89.0,Atlus,T,3.0
6473,Final Fantasy V Advance,GBA,Role-Playing,Nintendo,0.26,83.0,25.0,7.2,75.0,TOSE,E,10.0
6476,Star Wars: Bounty Hunter,GC,Shooter,LucasArts,0.26,67.0,20.0,7.6,16.0,LucasArts,T,14.0
6480,Dynasty Warriors 7: Xtreme Legends,PS3,Action,Tecmo Koei,0.26,64.0,11.0,7.8,9.0,Omega Force,T,5.0
6483,Naruto: Ultimate Ninja Heroes,PSP,Fighting,Namco Bandai Games,0.26,70.0,11.0,6.6,11.0,Bandai,T,10.0
6484,Angry Birds Trilogy,X360,Action,Activision,0.26,63.0,13.0,3.5,27.0,"Rovio Mobile, Rovio Entertainment",E,4.0
6486,Major League Baseball 2K9,Wii,Sports,Take-Two Interactive,0.26,61.0,5.0,4.5,10.0,2K Sports,E,7.0
6488,WWE 2K17,XOne,Sports,Take-Two Interactive,0.26,68.0,12.0,5.5,27.0,Yuke's,T,0.0
6490,Battlestations: Midway,X360,Strategy,Eidos Interactive,0.26,73.0,55.0,7.1,40.0,Eidos Interactive,T,9.0
6492,Riding Spirits,PS2,Racing,BAM! Entertainment,0.26,59.0,14.0,9,17.0,Spike,E,14.0
6493,Project CARS,XOne,Racing,Slightly Mad Studios,0.26,81.0,16.0,5.8,135.0,Slightly Mad Studios,E,1.0
6494,MLB 09: The Show,PSP,Sports,Sony Computer Entertainment,0.26,78.0,12.0,6.9,7.0,SCEA San Diego Studios,E,7.0
6495,Bust A Groove 2,PS,Misc,Enix Corporation,0.26,66.0,8.0,8.9,35.0,Metro,E,17.0
6506,Armored Core: Nexus,PS2,Simulation,Indie Games,0.26,73.0,19.0,8.7,7.0,From Software,T,12.0
6508,Evolution Skateboarding,PS2,Sports,Konami Digital Entertainment,0.26,44.0,14.0,6.7,9.0,Konami,T,14.0
6513,Outlaw Volleyball,XB,Sports,TDK Mediactive,0.26,77.0,33.0,8.4,7.0,Hypnotix,M,13.0
6514,Batman: Vengeance,GC,Adventure,Ubisoft,0.26,70.0,17.0,5.8,16.0,Ubisoft Montreal,T,15.0
6522,Spider-Man: Web of Shadows,PS3,Action,Activision,0.26,67.0,44.0,7.9,34.0,"Treyarch, Shaba Games",T,8.0
6523,Legaia 2: Duel Saga,PS2,Role-Playing,Eidos Interactive,0.26,67.0,21.0,8.4,43.0,Prokion,T,15.0
6524,Crash Nitro Kart,GC,Racing,Vivendi Games,0.26,66.0,10.0,7.4,8.0,Vicarious Visions,E,13.0
6528,ExciteBots: Trick Racing,Wii,Racing,Nintendo,0.26,77.0,29.0,8.6,26.0,Monster Games Inc.,E,7.0
6533,Oddworld: Stranger's Wrath,XB,Adventure,Electronic Arts,0.26,88.0,65.0,9.1,58.0,Oddworld Inhabitants,T,11.0
6534,King of Fighters: Maximum Impact,PS2,Fighting,Ignition Entertainment,0.26,64.0,45.0,6.9,12.0,SNK Playmore,T,12.0
6536,Atelier Ayesha: The Alchemist of Dusk,PS3,Role-Playing,Tecmo Koei,0.26,70.0,17.0,6.6,120.0,Gust,T,4.0
6538,Battleborn,PS4,Shooter,Take-Two Interactive,0.26,68.0,55.0,6.8,402.0,Gearbox Software,T,0.0
6542,Drakan: The Ancients' Gates,PS2,Adventure,Sony Computer Entertainment,0.26,78.0,31.0,9,39.0,Surreal Software,M,14.0
6545,Resident Evil: Revelations,X360,Action,Capcom,0.26,75.0,30.0,7.4,170.0,Capcom,M,3.0
6546,Tony Hawk: Shred,X360,Sports,Activision,0.26,53.0,10.0,6.6,10.0,Robomodo,E,6.0
6548,Tokyo Jungle,PS3,Action,Sony Computer Entertainment,0.26,74.0,60.0,8.4,89.0,Crispy's,T,4.0
6550,Army of Two: The Devil's Cartel,X360,Shooter,Electronic Arts,0.26,54.0,55.0,6.2,195.0,Visceral Games,M,3.0
6551,Puppeteer,PS3,Platform,Sony Computer Entertainment Europe,0.26,80.0,75.0,8.5,236.0,SCE Japan Studio,E10+,3.0
6553,Tom Clancy's Splinter Cell: Double Agent,PS3,Action,Ubisoft,0.26,78.0,17.0,6.5,41.0,Ubisoft Shanghai,M,9.0
6556,Resident Evil: Deadly Silence,DS,Action,Capcom,0.26,71.0,41.0,8.4,36.0,Capcom,M,10.0
6558,Legendary,X360,Shooter,Atari,0.26,47.0,39.0,7.1,87.0,Spark Unlimited,M,8.0
6559,Peter Jackson's King Kong: The Official Game of the Movie,X360,Action,Ubisoft,0.26,80.0,57.0,7.5,79.0,Ubisoft Montpellier,T,11.0
6561,Rayman DS,DS,Platform,Ubisoft,0.26,58.0,20.0,7.6,19.0,DC Studios,E,11.0
6566,All-Star Baseball 2003,XB,Sports,Acclaim Entertainment,0.26,79.0,15.0,8.1,7.0,Acclaim,E,14.0
6567,MTX Mototrax,PS2,Racing,Activision,0.26,77.0,30.0,8.1,9.0,Left Field Productions,E,12.0
6570,NBA ShootOut 2004,PS2,Sports,Sony Computer Entertainment,0.26,58.0,19.0,7.8,8.0,989 Sports,E,13.0
6572,Nancy Drew: The Mystery of the Clue Bender Society,DS,Adventure,Codemasters,0.26,46.0,5.0,3.6,5.0,Gorilla Systems,E10+,8.0
6573,Castlevania: Harmony of Dissonance,GBA,Platform,Konami Digital Entertainment,0.26,87.0,27.0,8.2,39.0,KCET,T,14.0
6574,Formula One 2001,PS2,Racing,Sony Computer Entertainment,0.26,73.0,18.0,6,5.0,Studio Liverpool,E,15.0
6577,Pirates of the Caribbean: Dead Man's Chest,DS,Adventure,Disney Interactive Studios,0.26,63.0,11.0,8.6,7.0,Amaze Entertainment,T,10.0
6578,Baldur's Gate: Dark Alliance II,XB,Role-Playing,Acclaim Entertainment,0.26,77.0,44.0,7.9,16.0,Black Isle Studios,T,12.0
6579,Madden NFL 2005,DS,Sports,Electronic Arts,0.26,68.0,25.0,7.7,7.0,Exient Entertainment,E,12.0
6580,MVP Baseball 2004,GC,Sports,Electronic Arts,0.26,89.0,25.0,8.5,11.0,EA Sports,E,12.0
6581,Polarium,DS,Puzzle,Nintendo,0.26,73.0,34.0,8.4,17.0,Mitchell,E,12.0
6582,Super Street Fighter II: Turbo Revival,GBA,Fighting,Ubisoft,0.25,84.0,17.0,7.4,10.0,Capcom,T,15.0
6583,Secret Weapons Over Normandy,XB,Simulation,LucasArts,0.25,77.0,31.0,8.8,4.0,Totally Games,T,13.0
6584,The Elder Scrolls IV: Oblivion,PC,Role-Playing,Take-Two Interactive,0.25,94.0,54.0,8.1,2454.0,Bethesda Softworks,M,10.0
6587,Metroid Prime Pinball,DS,Misc,Nintendo,0.25,79.0,51.0,7.9,32.0,Fuse Games Limited,E,11.0
6588,Teen Titans,PS2,Action,THQ,0.25,56.0,12.0,8.6,17.0,Artificial Mind and Movement,E10+,10.0
6595,Bomberman Generation,GC,Adventure,Vivendi Games,0.25,81.0,19.0,8.5,15.0,Hudson,E,14.0
6596,Sega Rally Revo,PSP,Racing,Sega,0.25,74.0,14.0,7.2,9.0,Bugbear,E,9.0
6598,Surfing H3O,PS2,Sports,Take-Two Interactive,0.25,46.0,15.0,4.6,8.0,Opus,E,16.0
6603,NASCAR 09,X360,Racing,Electronic Arts,0.25,69.0,32.0,7.8,15.0,EA Games,E,8.0
6605,NASCAR 09,PS3,Racing,Electronic Arts,0.25,65.0,22.0,7.5,10.0,EA Games,E,8.0
6606,Game of Thrones,X360,Role-Playing,Focus Home Interactive,0.25,52.0,35.0,5.2,126.0,"Cyanide, Cyanide Studios",M,4.0
6621,Silent Hunter 5: Battle of the Atlantic,PC,Simulation,Ubisoft,0.25,62.0,26.0,3.5,104.0,Ubisoft Romania,T,6.0
6622,Amped 2,XB,Sports,Microsoft Game Studios,0.25,80.0,34.0,7.7,20.0,Indie Built,E,13.0
6624,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,Role-Playing,Square Enix,0.25,64.0,29.0,5.6,11.0,Square Enix,E10+,7.0
6627,NHL 08,PS3,Action,Electronic Arts,0.25,86.0,23.0,6.9,23.0,EA Canada,E10+,9.0
6630,The Legend of Legacy,3DS,Role-Playing,FuRyu,0.25,67.0,31.0,7.1,54.0,FuRyu,E10+,1.0
6631,Juiced 2: Hot Import Nights,PS3,Racing,THQ,0.25,71.0,10.0,6.4,5.0,Juice Games,T,9.0
6633,LEGO Star Wars III: The Clone Wars,PC,Action,LucasArts,0.25,76.0,14.0,7.5,44.0,Traveller's Tales,E10+,5.0
6634,The Powerpuff Girls: Chemical X-Traction,PS,Action,BAM! Entertainment,0.25,30.0,6.0,6.3,4.0,VIS Entertainment,E,15.0
6636,Dead or Alive Xtreme 2,X360,Sports,Tecmo Koei,0.25,53.0,46.0,6.7,42.0,Team Ninja,M,10.0
6639,PlayStation VR Worlds,PS4,Misc,Sony Computer Entertainment,0.25,59.0,48.0,7.1,73.0,Sony Interactive Entertainment,M,0.0
6640,Hunted: The Demon's Forge,PS3,Action,Bethesda Softworks,0.25,57.0,34.0,6.2,70.0,InXile Entertainment,M,5.0
6641,Men of Valor,XB,Shooter,Vivendi Games,0.25,73.0,47.0,8,8.0,2015,M,12.0
6645,Medal of Honor European Assault,GC,Shooter,Electronic Arts,0.25,71.0,22.0,7.9,14.0,EA LA,T,11.0
6646,Billy Hatcher and the Giant Egg,GC,Platform,Sega,0.25,71.0,37.0,8.7,31.0,Sonic Team,E,13.0
6647,NHL 08,X360,Action,Electronic Arts,0.25,85.0,44.0,8.2,44.0,EA Canada,E10+,9.0
6650,WipEout Fusion,PS2,Racing,Sony Computer Entertainment,0.25,83.0,21.0,8.5,43.0,Studio Liverpool,E,14.0
6652,Prison Break: The Conspiracy,PS3,Action,Deep Silver,0.25,42.0,33.0,3.8,20.0,ZootFly,T,6.0
6654,NHL 06,XB,Sports,Electronic Arts,0.25,79.0,35.0,8.4,18.0,EA Canada,E10+,11.0
6657,Anno 2205,PC,Strategy,Ubisoft,0.25,72.0,45.0,5.9,278.0,Blue Byte,E10+,1.0
6660,Ultimate Fighting Championship,PS,Fighting,Ubisoft,0.25,53.0,6.0,7.4,16.0,Opus,T,16.0
6662,XIII,XB,Shooter,Ubisoft,0.25,74.0,38.0,8.3,15.0,Southend Interactive,M,13.0
6663,Up,PS3,Action,THQ,0.25,65.0,5.0,6.5,4.0,Heavy Iron Studios,E10+,7.0
6667,Michael Jackson: The Experience,DS,Misc,Ubisoft,0.25,64.0,5.0,6.6,5.0,Ubisoft,E10+,6.0
6668,MotoGP '07,X360,Racing,THQ,0.25,78.0,20.0,7.3,11.0,"Climax Group, Climax Studios",E,9.0
6669,Cars,X360,Racing,THQ,0.25,65.0,16.0,6.1,8.0,Rainbow Studios,E,10.0
6679,Hatsune Miku: Project Diva F 2nd,PS3,Misc,Sega,0.25,78.0,15.0,8.6,49.0,Sega,T,2.0
6683,Need for Speed Rivals,PC,Racing,Electronic Arts,0.25,76.0,16.0,3.3,546.0,Ghost Games,E10+,3.0
6684,The Mummy: Tomb of the Dragon Emperor,PS2,Action,Vivendi Games,0.25,38.0,7.0,6.8,6.0,Eurocom Entertainment Software,T,8.0
6685,Def Jam Vendetta,GC,Fighting,Electronic Arts,0.25,81.0,22.0,8.5,8.0,Aki Corp.,T,13.0
6688,The Sims 2,XB,Simulation,Electronic Arts,0.25,75.0,31.0,7.1,8.0,Maxis,T,11.0
6689,Spider-Man: Web of Shadows,Wii,Action,Activision,0.25,63.0,20.0,6.9,13.0,"Treyarch, Shaba Games",T,8.0
6691,The Bureau: XCOM Declassified,PS3,Shooter,Take-Two Interactive,0.25,69.0,22.0,6.7,79.0,2K Marin,M,3.0
6692,World Series Baseball 2K3,PS2,Sports,Sega,0.25,87.0,21.0,8.7,19.0,Blue Shift,E,13.0
6693,Tony Hawk's Proving Ground,Wii,Sports,Activision,0.25,57.0,8.0,6.2,19.0,Page 44 Studios,T,9.0
6695,Indiana Jones and the Staff of Kings,PSP,Action,Activision,0.25,63.0,10.0,7.8,17.0,Amaze,T,7.0
6696,The Outfit,X360,Action,THQ,0.25,70.0,52.0,7.5,48.0,Relic,M,10.0
6699,Don King Presents: Prizefighter,X360,Sports,Take-Two Interactive,0.25,56.0,45.0,6.4,29.0,Venom Games,T,8.0
6703,Devil Kings,PS2,Action,Capcom,0.25,64.0,27.0,7.4,12.0,Capcom,T,11.0
6708,Bolt,X360,Adventure,Disney Interactive Studios,0.25,57.0,18.0,7.1,7.0,Avalanche Software,E10+,8.0
6710,Spider-Man: Edge of Time,X360,Action,Activision,0.25,57.0,50.0,6.8,33.0,Beenox,T,5.0
6714,L.A. Noire: The Complete Edition,PC,Adventure,Take-Two Interactive,0.25,83.0,28.0,7.9,903.0,Rockstar Leeds,M,5.0
6715,Dynasty Warriors 6,PS2,Action,Tecmo Koei,0.25,43.0,7.0,5.4,14.0,"Koei, Omega Force",T,8.0
6717,America's Army: Rise of a Soldier,XB,Shooter,Ubisoft,0.25,70.0,19.0,7.4,21.0,Secret Level,T,11.0
6718,Grandia,PS,Role-Playing,Ubisoft,0.25,89.0,14.0,6.6,77.0,Game Arts,E,17.0
6721,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,Adventure,Ubisoft,0.25,51.0,32.0,7.5,13.0,7 Studios,T,10.0
6725,"Ed, Edd n Eddy: The Mis-Edventures",GC,Platform,Midway Games,0.25,55.0,4.0,7.9,10.0,Artificial Mind and Movement,E,11.0
6727,Armored Core 4,X360,Simulation,505 Games,0.25,65.0,31.0,7.2,31.0,From Software,T,9.0
6732,SBK Superbike World Championship,PS3,Racing,Black Bean Games,0.25,59.0,7.0,6.1,8.0,Milestone S.r.l,E10+,8.0
6733,Indiana Jones and the Staff of Kings,DS,Action,Activision,0.25,50.0,5.0,6.8,11.0,LucasArts,T,7.0
6734,X-Men Origins: Wolverine,Wii,Action,Activision,0.25,53.0,8.0,6.1,10.0,Amaze Entertainment,T,7.0
6735,Disgaea 2: Dark Hero Days,PSP,Role-Playing,Nippon Ichi Software,0.25,83.0,33.0,7.1,47.0,Nippon Ichi Software,T,7.0
6740,Major League Baseball 2K7,PS3,Sports,Spike,0.25,74.0,19.0,4.7,7.0,Kush Games,E,9.0
6741,Final Fantasy XI: Chains of Promathia,PS2,Role-Playing,Square Enix,0.25,77.0,13.0,8,10.0,Square Enix,T,12.0
6742,The Chronicles of Riddick: Assault on Dark Athena,PS3,Shooter,Vivendi Games,0.25,80.0,45.0,7.7,40.0,Starbreeze,M,7.0
6747,X-Men Legends II: Rise of Apocalypse,GC,Role-Playing,Activision,0.25,82.0,34.0,6.2,26.0,Raven Software,T,11.0
6750,TV Superstars,PS3,Misc,Sony Computer Entertainment,0.25,56.0,17.0,4.9,8.0,SCE Studio Cambridge,E,6.0
6751,Family Guy: Back to the Multiverse,X360,Action,Activision,0.25,39.0,28.0,5,51.0,Heavy Iron Studios,M,4.0
6752,Ninja Gaiden 3,X360,Action,Tecmo Koei,0.25,58.0,39.0,4.4,136.0,Team Ninja,M,4.0
6754,Sid Meier's Civilization VI,PC,Strategy,Take-Two Interactive,0.25,88.0,81.0,7.3,684.0,Firaxis Games,E10+,0.0
6757,Sword Art Online: Lost Song,PS4,Role-Playing,Namco Bandai Games,0.25,63.0,32.0,6.3,60.0,"Bandai Namco Games, Artdink",T,1.0
6758,NBA Courtside 2002,GC,Sports,Nintendo,0.25,71.0,18.0,7.4,7.0,Left Field Productions,E,14.0
6759,F1 2015,XOne,Racing,Codemasters,0.25,64.0,13.0,5.3,22.0,Codemasters,E,1.0
6764,Sly Cooper: Thieves in Time,PSV,Platform,Sony Computer Entertainment Europe,0.25,75.0,15.0,8.2,148.0,Sanzaru Games,E10+,3.0
6767,Digimon World: Data Squad,PS2,Role-Playing,Namco Bandai Games,0.24,43.0,12.0,8,20.0,Bec,E10+,10.0
6769,Hitman: Absolution,PC,Action,Square Enix,0.24,79.0,26.0,7,1327.0,"Io Interactive, Nixxes Software",M,4.0
6770,Stella Glow,3DS,Role-Playing,Atlus,0.24,79.0,32.0,8.7,82.0,"Image Epoch, Imageepoch",T,1.0
6771,Racquet Sports,Wii,Sports,Ubisoft,0.24,51.0,8.0,8.6,15.0,Asobo Studio,E,6.0
6773,Trials Fusion,XOne,Racing,Ubisoft,0.24,80.0,28.0,7.1,158.0,RedLynx,E10+,2.0
6776,Far Cry Instincts Predator,X360,Shooter,Ubisoft,0.24,78.0,46.0,6.2,80.0,Ubisoft Montreal,M,10.0
6778,Onechanbara Z2: Chaos,PS4,Action,Nippon Ichi Software,0.24,57.0,40.0,6.5,72.0,"Tamsoft, D3Publisher",M,2.0
6780,Skylanders SWAP Force,3DS,Platform,Activision,0.24,68.0,12.0,6.4,13.0,n-Space,E10+,3.0
6786,Army Men: Sarge's Heroes 2,PS,Shooter,3DO,0.24,48.0,8.0,7.3,7.0,3DO,T,16.0
6787,MLB,PSP,Sports,Sony Computer Entertainment,0.24,80.0,26.0,7.9,18.0,989 Sports,E,11.0
6788,Skylanders: SuperChargers,XOne,Action,Activision,0.24,76.0,15.0,5.5,17.0,Vicarious Visions,E10+,1.0
6789,Ys: Memories of Celceta,PSV,Action,Nihon Falcom Corporation,0.24,82.0,56.0,8.8,237.0,Falcom,T,4.0
6790,Britney's Dance Beat,PS2,Misc,THQ,0.24,63.0,20.0,4.8,20.0,Metro Graphics,E,14.0
6795,Vexx,PS2,Platform,Acclaim Entertainment,0.24,63.0,20.0,7.6,11.0,Acclaim Studios Austin,T,13.0
6796,Samurai Warriors 4,PS4,Action,Tecmo Koei,0.24,76.0,31.0,8.1,74.0,Omega Force,T,2.0
6797,Ace Combat: Assault Horizon Legacy,3DS,Simulation,Namco Bandai Games,0.24,71.0,37.0,7.8,26.0,Project Aces,T,5.0
6800,TimeSplitters: Future Perfect,PS2,Shooter,Electronic Arts,0.24,84.0,39.0,9.1,117.0,Free Radical Design,M,11.0
6801,Dynasty Warriors Next,PSV,Action,Tecmo Koei,0.24,67.0,35.0,7.5,73.0,Koei,T,5.0
6803,Harvest Moon: Magical Melody,GC,Simulation,Ubisoft,0.24,83.0,14.0,8.9,44.0,Marvelous,E,11.0
6805,Genma Onimusha,XB,Action,Capcom,0.24,83.0,27.0,8.6,10.0,Capcom,M,14.0
6806,DK: King of Swing,GBA,Platform,Nintendo,0.24,70.0,30.0,5,6.0,Paon Corporation,E,11.0
6808,Turning Point: Fall of Liberty,PS3,Shooter,Codemasters,0.24,42.0,28.0,5.5,33.0,Spark Unlimited,T,8.0
6811,Homefront,PC,Shooter,THQ,0.24,70.0,36.0,5.5,531.0,Digital Extremes,M,5.0
6812,Corvette,XB,Racing,TDK Mediactive,0.24,53.0,4.0,8.6,12.0,Steel Monkeys,E,13.0
6813,Percy Jackson and the Olympians: The Lightning Thief,DS,Role-Playing,Activision,0.24,56.0,6.0,6.9,12.0,Griptonite Games,E10+,6.0
6814,Fuel,PS3,Racing,Codemasters,0.24,67.0,44.0,7.4,36.0,Asobo Studio,E,7.0
6815,NBA Live 10,PSP,Sports,Electronic Arts,0.24,64.0,4.0,4.2,10.0,EA Canada,E,7.0
6816,Burnout 2: Point of Impact,XB,Racing,Acclaim Entertainment,0.24,88.0,23.0,5.1,23.0,Criterion Games,E,13.0
6817,Super Monkey Ball Deluxe,PS2,Misc,Sega,0.24,78.0,25.0,7.7,13.0,Sega,E,11.0
6818,Kill.Switch,XB,Shooter,Namco Bandai Games,0.24,75.0,26.0,8,7.0,Namco,T,13.0
6820,Lunar: Silver Star Harmony,PSP,Role-Playing,GungHo,0.24,80.0,26.0,7.7,47.0,Game Arts,T,7.0
6821,Peter Jackson's King Kong: The Official Game of the Movie,GC,Action,Ubisoft,0.24,81.0,30.0,8.3,8.0,Ubisoft Montpellier,T,11.0
6822,Dancing With The Stars,Wii,Misc,Activision,0.24,42.0,5.0,6.2,5.0,Zoe Mode,E10+,9.0
6825,The Simpsons: Road Rage,GC,Racing,Electronic Arts,0.24,67.0,16.0,7.7,12.0,Radical Entertainment,T,15.0
6827,Dynasty Warriors 7,X360,Action,Tecmo Koei,0.24,58.0,22.0,8,46.0,Omega Force,T,5.0
6829,Total War: Attila,PC,Strategy,Sega,0.24,80.0,66.0,7.3,520.0,Creative Assembly,T,1.0
6830,Azurik: Rise of Perathia,XB,Action,Microsoft Game Studios,0.24,52.0,26.0,8.5,14.0,Adrenium,T,15.0
6833,Dragon Ball Z: Sagas,XB,Fighting,Atari,0.24,51.0,11.0,6.1,8.0,Avalanche Software,T,11.0
6835,AC/DC LIVE: Rock Band Track Pack,PS3,Misc,MTV Games,0.24,60.0,12.0,5.3,14.0,Harmonix Music Systems,T,8.0
6836,Crash Tag Team Racing,PSP,Racing,Vivendi Games,0.24,68.0,9.0,7.1,25.0,Radical Entertainment,E10+,11.0
6842,Asura's Wrath,X360,Action,Capcom,0.24,71.0,54.0,6.5,131.0,CyberConnect2,T,4.0
6843,Harvest Moon: Another Wonderful Life,GC,Role-Playing,Marvelous Interactive,0.24,70.0,12.0,9.2,60.0,Marvelous,E,12.0
6852,Final Fantasy Fables: Chocobo Tales,DS,Adventure,Ubisoft,0.24,75.0,42.0,7.4,28.0,h.a.n.d. Inc.,E,10.0
6853,NCAA College Basketball 2K3,PS2,Sports,Sega,0.24,83.0,17.0,8,6.0,Kush Games,E,14.0
6855,NHL 17,XOne,Sports,Electronic Arts,0.24,77.0,23.0,4,38.0,"EA Canada, EA Vancouver",E10+,0.0
6858,Bakugan: Battle Brawlers,X360,Action,Activision,0.24,60.0,16.0,5.2,9.0,Now Production,E,7.0
6859,Fantastic 4,GC,Action,Activision,0.24,61.0,32.0,4,6.0,7 Studios,T,11.0
6861,Tony Hawk's American Sk8land,GBA,Sports,Activision,0.24,64.0,7.0,5.4,5.0,Vicarious Visions,E,11.0
6863,Metro 2033,PC,Shooter,THQ,0.24,81.0,40.0,8.1,1472.0,4A Games,M,6.0
6869,Valhalla Knights,PSP,Role-Playing,Rising Star Games,0.24,53.0,29.0,6.3,15.0,K2 LLC,E10+,10.0
6875,The Adventures of Tintin: The Game,X360,Action,Ubisoft,0.24,63.0,35.0,6.1,12.0,Ubisoft Montpellier,E10+,5.0
6878,Etrian Mystery Dungeon,3DS,Role-Playing,Nippon Ichi Software,0.24,77.0,44.0,7.9,49.0,Spike Chunsoft,E10+,1.0
6879,Zumba Fitness: World Party,XOne,Misc,Majesco Entertainment,0.24,73.0,5.0,6.2,40.0,Zoe Mode,E,3.0
6880,Luminous Arc,DS,Role-Playing,Rising Star Games,0.24,70.0,25.0,7,24.0,"Image Epoch, Imageepoch",T,9.0
6882,4x4 EVO 2,XB,Racing,Gathering of Developers,0.24,59.0,15.0,6.2,5.0,Terminal Reality,E,15.0
6886,Grand Theft Auto,GBA,Action,Take-Two Interactive,0.24,68.0,33.0,7.1,23.0,Digital Eclipse,M,12.0
6887,Avalon Code,DS,Role-Playing,Rising Star Games,0.24,71.0,29.0,7.4,13.0,"Matrix Software, Marvelous Entertainment",E10+,8.0
6890,Dreamcast Collection,X360,Misc,Sega,0.24,53.0,31.0,5.2,10.0,Sega,T,5.0
